#,No.,Name,Laps,Lead,Lap Tm,Spd,Elapsed Tm,Passing Tm,Hits,Strength,Noise,Photocell Time,Transponder,Backup Tx,Backup Passing Tm,Class,Deleted
1,,Warmup Flag,,,,,,9:51:08.313,,,,,,,,,
2,,Green Flag,,,,,0.000,10:02:14.585,,,,,,,,,
625,2,Team Skeppsbrons BMW M3 E36,72,78,1:37.759,79'2,1:32:31.000,11:34:45.585,166,161,3,,4867808,0,,R1,No
626,99997,clio helvit N/N,42,78,1:06.123,117'1,1:32:33.255,11:34:47.840,129,167,3,,641641,0,,GT Open,No
627,44,Tommes Pack Seat Leon,79,79,1:03.815,121'3,1:32:43.648,11:34:58.233,148,175,3,,9788538,0,,R2,No
628,3,Team Häsen Racing Sweden VW Polo,72,79,1:11.916,107'6,1:32:49.924,11:35:04.509,95,146,3,,9515691,0,,R1,No
629,27,B.E.T BMW 330,76,79,1:08.564,112'9,1:33:23.389,11:35:37.974,103,153,3,,7493526,0,,R1,No
630,30,Team Gävlarna Clio ,78,79,1:08.352,113'2,1:33:24.455,11:35:39.040,117,161,3,,3289056,0,,R1,No
631,47,Nordic Light Racing Seat Leon,15,79,1:06.372,116'6,1:33:36.589,11:35:51.174,91,158,3,,7650748,0,,R2,No
632,4,SMK Racing Renault Clio,78,79,1:06.974,115'6,1:33:37.655,11:35:52.240,126,170,3,,7622978,0,,R1,No
633,99997,clio helvit N/N,43,79,1:07.931,113'9,1:33:41.186,11:35:55.771,129,167,3,,641641,0,,GT Open,No
634,6,SPEeD S60 Racing Team S60 Challange,69,79,7:30.932,17'2,1:33:48.062,11:36:02.647,87,142,3,,4800537,0,,R2,No
635,44,Tommes Pack Seat Leon,80,80,1:06.001,117'3,1:33:49.649,11:36:04.234,151,182,3,,9788538,0,,R2,No
636,2,Team Skeppsbrons BMW M3 E36,73,80,1:19.581,97'3,1:33:50.581,11:36:05.166,150,162,3,,4867808,0,,R1,No
637,3,Team Häsen Racing Sweden VW Polo,73,80,1:11.461,108'3,1:34:01.385,11:36:15.970,92,147,3,,9515691,0,,R1,No
638,27,B.E.T BMW 330,77,80,1:08.360,113'2,1:34:31.749,11:36:46.334,101,154,3,,7493526,0,,R1,No
639,30,Team Gävlarna Clio ,79,80,1:08.244,113'4,1:34:32.699,11:36:47.284,114,160,3,,3289056,0,,R1,No
640,47,Nordic Light Racing Seat Leon,16,80,1:06.464,116'5,1:34:43.053,11:36:57.638,93,159,3,,7650748,0,,R2,No
641,4,SMK Racing Renault Clio,79,80,1:06.814,115'8,1:34:44.469,11:36:59.054,128,170,3,,7622978,0,,R1,No
642,99997,clio helvit N/N,44,80,1:06.638,116'1,1:34:47.824,11:37:02.409,126,166,3,,641641,0,,GT Open,No
643,44,Tommes Pack Seat Leon,81,81,1:06.366,116'6,1:34:56.015,11:37:10.600,141,178,3,,9788538,0,,R2,No
644,6,SPEeD S60 Racing Team S60 Challange,70,81,1:10.628,109'6,1:34:58.690,11:37:13.275,91,146,3,,4800537,0,,R2,No
645,2,Team Skeppsbrons BMW M3 E36,74,81,1:18.669,98'4,1:35:09.250,11:37:23.835,160,164,3,,4867808,0,,R1,No
646,3,Team Häsen Racing Sweden VW Polo,74,81,1:11.601,108'1,1:35:12.986,11:37:27.571,78,142,3,,9515691,0,,R1,No
647,27,B.E.T BMW 330,78,81,1:08.000,113'8,1:35:39.749,11:37:54.334,113,158,3,,7493526,0,,R1,No
648,30,Team Gävlarna Clio ,80,81,1:08.712,112'6,1:35:41.411,11:37:55.996,116,160,3,,3289056,0,,R1,No
649,47,Nordic Light Racing Seat Leon,17,81,1:06.392,116'6,1:35:49.445,11:38:04.030,91,159,3,,7650748,0,,R2,No
650,4,SMK Racing Renault Clio,80,81,1:06.638,116'1,1:35:51.107,11:38:05.692,133,172,3,,7622978,0,,R1,No
651,44,Tommes Pack Seat Leon,82,82,1:04.255,120'5,1:36:00.270,11:38:14.855,143,177,3,,9788538,0,,R2,No
652,6,SPEeD S60 Racing Team S60 Challange,71,82,1:11.075,108'9,1:36:09.765,11:38:24.350,92,145,3,,4800537,0,,R2,No
653,2,Team Skeppsbrons BMW M3 E36,75,82,1:17.434,100'0,1:36:26.684,11:38:41.269,125,157,3,,4867808,0,,R1,No
654,3,Team Häsen Racing Sweden VW Polo,75,82,1:13.859,104'8,1:36:26.845,11:38:41.430,100,150,3,,9515691,0,,R1,No
655,27,B.E.T BMW 330,79,82,1:08.170,113'5,1:36:47.919,11:39:02.504,111,156,3,,7493526,0,,R1,No
656,30,Team Gävlarna Clio ,81,82,1:08.360,113'2,1:36:49.771,11:39:04.356,123,163,3,,3289056,0,,R1,No
657,47,Nordic Light Racing Seat Leon,18,82,1:06.412,116'5,1:36:55.857,11:39:10.442,91,160,3,,7650748,0,,R2,No
658,4,SMK Racing Renault Clio,81,82,1:06.551,116'3,1:36:57.658,11:39:12.243,131,169,3,,7622978,0,,R1,No
659,44,Tommes Pack Seat Leon,83,83,1:03.965,121'0,1:37:04.235,11:39:18.820,151,177,3,,9788538,0,,R2,No
660,6,SPEeD S60 Racing Team S60 Challange,72,83,1:10.084,110'4,1:37:19.849,11:39:34.434,88,142,3,,4800537,0,,R2,No
661,3,Team Häsen Racing Sweden VW Polo,76,83,1:11.240,108'6,1:37:38.085,11:39:52.670,104,148,3,,9515691,0,,R1,No
662,2,Team Skeppsbrons BMW M3 E36,76,83,1:18.924,98'1,1:37:45.608,11:40:00.193,147,162,3,,4867808,0,,R1,No
663,27,B.E.T BMW 330,80,83,1:08.468,113'0,1:37:56.387,11:40:10.972,110,154,3,,7493526,0,,R1,No
664,30,Team Gävlarna Clio ,82,83,1:07.990,113'8,1:37:57.761,11:40:12.346,120,160,3,,3289056,0,,R1,No
665,47,Nordic Light Racing Seat Leon,19,83,1:06.456,116'5,1:38:02.313,11:40:16.898,98,160,3,,7650748,0,,R2,No
666,4,SMK Racing Renault Clio,82,83,1:06.522,116'4,1:38:04.180,11:40:18.765,128,173,3,,7622978,0,,R1,No
667,44,Tommes Pack Seat Leon,84,84,1:04.147,120'7,1:38:08.382,11:40:22.967,146,176,3,,9788538,0,,R2,No
668,71,Roslagen Racing BMW 323 Compact,7,84,1:30:32.310,1'4,1:38:25.188,11:40:39.773,117,149,3,,7637509,0,,Standard,No
669,6,SPEeD S60 Racing Team S60 Challange,73,84,1:10.599,109'6,1:38:30.448,11:40:45.033,88,143,3,,4800537,0,,R2,No
670,3,Team Häsen Racing Sweden VW Polo,77,84,1:11.110,108'8,1:38:49.195,11:41:03.780,82,144,3,,9515691,0,,R1,No
671,2,Team Skeppsbrons BMW M3 E36,77,84,1:18.212,99'0,1:39:03.820,11:41:18.405,150,163,3,,4867808,0,,R1,No
672,27,B.E.T BMW 330,81,84,1:08.833,112'4,1:39:05.220,11:41:19.805,114,154,3,,7493526,0,,R1,No
673,30,Team Gävlarna Clio ,83,84,1:08.019,113'8,1:39:05.780,11:41:20.365,123,163,3,,3289056,0,,R1,No
674,47,Nordic Light Racing Seat Leon,20,84,1:06.709,116'0,1:39:09.022,11:41:23.607,92,160,3,,7650748,0,,R2,No
675,4,SMK Racing Renault Clio,83,84,1:06.406,116'6,1:39:10.586,11:41:25.171,136,174,3,,7622978,0,,R1,No
676,44,Tommes Pack Seat Leon,85,85,1:03.565,121'8,1:39:11.947,11:41:26.532,148,176,3,,9788538,0,,R2,No
677,6,SPEeD S60 Racing Team S60 Challange,74,85,1:08.813,112'5,1:39:39.261,11:41:53.846,84,140,1,,4800537,0,,R2,No
678,71,Roslagen Racing BMW 323 Compact,8,85,1:17.251,100'2,1:39:42.439,11:41:57.024,109,154,1,,7637509,0,,Standard,No
679,3,Team Häsen Racing Sweden VW Polo,78,85,1:11.531,108'2,1:40:00.726,11:42:15.311,104,148,1,,9515691,0,,R1,No
680,30,Team Gävlarna Clio ,84,85,1:09.060,112'1,1:40:14.840,11:42:29.425,116,160,1,,3289056,0,,R1,No
681,47,Nordic Light Racing Seat Leon,21,85,1:06.644,116'1,1:40:15.666,11:42:30.251,90,158,1,,7650748,0,,R2,No
682,27,B.E.T BMW 330,82,85,1:12.961,106'1,1:40:18.181,11:42:32.766,82,154,1,,7493526,0,,R1,No
683,44,Tommes Pack Seat Leon,86,86,1:06.236,116'9,1:40:18.183,11:42:32.768,149,181,1,,9788538,0,,R2,No
684,4,SMK Racing Renault Clio,84,86,1:08.007,113'8,1:40:18.593,11:42:33.178,142,176,1,,7622978,0,,R1,No
685,2,Team Skeppsbrons BMW M3 E36,78,86,1:17.519,99'8,1:40:21.339,11:42:35.924,146,162,1,,4867808,0,,R1,No
686,6,SPEeD S60 Racing Team S60 Challange,75,86,1:09.480,111'4,1:40:48.741,11:43:03.326,86,142,3,,4800537,0,,R2,No
687,71,Roslagen Racing BMW 323 Compact,9,86,1:14.950,103'3,1:40:57.389,11:43:11.974,102,151,3,,7637509,0,,Standard,No
688,3,Team Häsen Racing Sweden VW Polo,79,86,1:11.471,108'3,1:41:12.197,11:43:26.782,92,146,3,,9515691,0,,R1,No
689,47,Nordic Light Racing Seat Leon,22,86,1:06.927,115'6,1:41:22.593,11:43:37.178,63,159,3,,7650748,0,,R2,No
690,44,Tommes Pack Seat Leon,87,87,1:04.458,120'1,1:41:22.641,11:43:37.226,123,174,3,,9788538,0,,R2,No
691,30,Team Gävlarna Clio ,85,87,1:09.427,111'5,1:41:24.267,11:43:38.852,127,163,3,,3289056,0,,R1,No
692,4,SMK Racing Renault Clio,85,87,1:07.578,114'5,1:41:26.171,11:43:40.756,133,172,3,,7622978,0,,R1,No
693,27,B.E.T BMW 330,83,87,1:09.430,111'5,1:41:27.611,11:43:42.196,104,152,3,,7493526,0,,R1,No
694,2,Team Skeppsbrons BMW M3 E36,79,87,1:16.209,101'6,1:41:37.548,11:43:52.133,151,164,3,,4867808,0,,R1,No
695,6,SPEeD S60 Racing Team S60 Challange,76,87,1:10.389,110'0,1:41:59.130,11:44:13.715,89,143,3,,4800537,0,,R2,No
696,71,Roslagen Racing BMW 323 Compact,10,87,1:14.763,103'5,1:42:12.152,11:44:26.737,97,149,3,,7637509,0,,Standard,No
697,3,Team Häsen Racing Sweden VW Polo,80,87,1:11.389,108'4,1:42:23.586,11:44:38.171,91,145,3,,9515691,0,,R1,No
698,44,Tommes Pack Seat Leon,88,88,1:03.879,121'2,1:42:26.520,11:44:41.105,144,177,3,,9788538,0,,R2,No
699,47,Nordic Light Racing Seat Leon,23,88,1:06.752,116'0,1:42:29.345,11:44:43.930,91,160,3,,7650748,0,,R2,No
700,30,Team Gävlarna Clio ,86,88,1:06.657,116'1,1:42:30.924,11:44:45.509,124,163,3,,3289056,0,,R1,No
701,4,SMK Racing Renault Clio,86,88,1:07.024,115'5,1:42:33.195,11:44:47.780,140,172,3,,7622978,0,,R1,No
702,27,B.E.T BMW 330,84,88,1:07.568,114'6,1:42:35.179,11:44:49.764,101,151,3,,7493526,0,,R1,No
703,2,Team Skeppsbrons BMW M3 E36,80,88,1:14.725,103'6,1:42:52.273,11:45:06.858,141,161,3,,4867808,0,,R1,No
704,6,SPEeD S60 Racing Team S60 Challange,77,88,1:09.494,111'4,1:43:08.624,11:45:23.209,89,145,3,,4800537,0,,R2,No
705,71,Roslagen Racing BMW 323 Compact,11,88,1:13.794,104'9,1:43:25.946,11:45:40.531,103,152,3,,7637509,0,,Standard,No
706,44,Tommes Pack Seat Leon,89,89,1:04.739,119'6,1:43:31.259,11:45:45.844,146,176,3,,9788538,0,,R2,No
707,3,Team Häsen Racing Sweden VW Polo,81,89,1:11.822,107'8,1:43:35.408,11:45:49.993,116,150,3,,9515691,0,,R1,No
708,47,Nordic Light Racing Seat Leon,24,89,1:06.359,116'6,1:43:35.704,11:45:50.289,93,159,3,,7650748,0,,R2,No
709,30,Team Gävlarna Clio ,87,89,1:06.679,116'1,1:43:37.603,11:45:52.188,115,161,3,,3289056,0,,R1,No
710,4,SMK Racing Renault Clio,87,89,1:06.228,116'9,1:43:39.423,11:45:54.008,126,171,3,,7622978,0,,R1,No
711,27,B.E.T BMW 330,85,89,1:08.174,113'5,1:43:43.353,11:45:57.938,100,151,3,,7493526,0,,R1,No
712,2,Team Skeppsbrons BMW M3 E36,81,89,1:14.730,103'6,1:44:07.003,11:46:21.588,147,163,3,,4867808,0,,R1,No
713,6,SPEeD S60 Racing Team S60 Challange,78,89,1:09.924,110'7,1:44:18.548,11:46:33.133,90,144,3,,4800537,0,,R2,No
714,44,Tommes Pack Seat Leon,90,90,1:03.444,122'0,1:44:34.703,11:46:49.288,138,175,3,,9788538,0,,R2,No
715,71,Roslagen Racing BMW 323 Compact,12,90,1:13.027,106'0,1:44:38.973,11:46:53.558,101,150,3,,7637509,0,,Standard,No
716,47,Nordic Light Racing Seat Leon,25,90,1:07.017,115'5,1:44:42.721,11:46:57.306,97,160,3,,7650748,0,,R2,No
717,30,Team Gävlarna Clio ,88,90,1:07.847,114'1,1:44:45.450,11:47:00.035,119,162,3,,3289056,0,,R1,No
718,3,Team Häsen Racing Sweden VW Polo,82,90,1:12.335,107'0,1:44:47.743,11:47:02.328,109,150,3,,9515691,0,,R1,No
719,4,SMK Racing Renault Clio,88,90,1:08.321,113'3,1:44:47.744,11:47:02.329,117,167,3,,7622978,0,,R1,No
720,27,B.E.T BMW 330,86,90,1:08.509,113'0,1:44:51.862,11:47:06.447,103,152,3,,7493526,0,,R1,No
721,2,Team Skeppsbrons BMW M3 E36,82,90,1:14.839,103'4,1:45:21.842,11:47:36.427,150,161,3,,4867808,0,,R1,No
722,6,SPEeD S60 Racing Team S60 Challange,79,90,1:09.441,111'5,1:45:27.989,11:47:42.574,90,145,1,,4800537,0,,R2,No
723,44,Tommes Pack Seat Leon,91,91,1:04.159,120'6,1:45:38.862,11:47:53.447,150,179,1,,9788538,0,,R2,No
724,47,Nordic Light Racing Seat Leon,26,91,1:08.859,112'4,1:45:51.580,11:48:06.165,86,161,1,,7650748,0,,R2,No
725,71,Roslagen Racing BMW 323 Compact,13,91,1:13.365,105'5,1:45:52.338,11:48:06.923,94,148,1,,7637509,0,,Standard,No
726,30,Team Gävlarna Clio ,89,91,1:07.179,115'2,1:45:52.629,11:48:07.214,127,164,1,,3289056,0,,R1,No
727,4,SMK Racing Renault Clio,89,91,1:06.515,116'4,1:45:54.259,11:48:08.844,121,169,1,,7622978,0,,R1,No
728,3,Team Häsen Racing Sweden VW Polo,83,91,1:11.619,108'1,1:45:59.362,11:48:13.947,120,150,1,,9515691,0,,R1,No
729,27,B.E.T BMW 330,87,91,1:08.194,113'5,1:46:00.056,11:48:14.641,104,153,1,,7493526,0,,R1,No
730,2,Team Skeppsbrons BMW M3 E36,83,91,1:12.108,107'3,1:46:33.950,11:48:48.535,143,161,3,,4867808,0,,R1,No
731,6,SPEeD S60 Racing Team S60 Challange,80,91,1:08.882,112'4,1:46:36.871,11:48:51.456,91,144,3,,4800537,0,,R2,No
732,44,Tommes Pack Seat Leon,92,92,1:04.048,120'8,1:46:42.910,11:48:57.495,145,178,3,,9788538,0,,R2,No
733,47,Nordic Light Racing Seat Leon,27,92,1:06.633,116'2,1:46:58.213,11:49:12.798,99,159,3,,7650748,0,,R2,No
734,30,Team Gävlarna Clio ,90,92,1:07.001,115'5,1:46:59.630,11:49:14.215,128,163,3,,3289056,0,,R1,No
735,4,SMK Racing Renault Clio,90,92,1:06.807,115'9,1:47:01.066,11:49:15.651,123,168,3,,7622978,0,,R1,No
736,71,Roslagen Racing BMW 323 Compact,14,92,1:14.339,104'1,1:47:06.677,11:49:21.262,99,151,3,,7637509,0,,Standard,No
737,27,B.E.T BMW 330,88,92,1:08.510,113'0,1:47:08.566,11:49:23.151,108,152,3,,7493526,0,,R1,No
738,3,Team Häsen Racing Sweden VW Polo,84,92,1:12.890,106'2,1:47:12.252,11:49:26.837,90,146,3,,9515691,0,,R1,No
739,44,Tommes Pack Seat Leon,93,93,1:03.844,121'2,1:47:46.754,11:50:01.339,153,181,3,,9788538,0,,R2,No
740,2,Team Skeppsbrons BMW M3 E36,84,93,1:13.690,105'0,1:47:47.640,11:50:02.225,152,163,3,,4867808,0,,R1,No
741,47,Nordic Light Racing Seat Leon,28,93,1:06.410,116'5,1:48:04.623,11:50:19.208,90,156,3,,7650748,0,,R2,No
742,30,Team Gävlarna Clio ,91,93,1:06.956,115'6,1:48:06.586,11:50:21.171,120,163,3,,3289056,0,,R1,No
743,4,SMK Racing Renault Clio,91,93,1:06.324,116'7,1:48:07.390,11:50:21.975,130,170,3,,7622978,0,,R1,No
744,27,B.E.T BMW 330,89,93,1:08.896,112'3,1:48:17.462,11:50:32.047,102,154,3,,7493526,0,,R1,No
745,71,Roslagen Racing BMW 323 Compact,15,93,1:13.902,104'7,1:48:20.579,11:50:35.164,104,151,3,,7637509,0,,Standard,No
746,3,Team Häsen Racing Sweden VW Polo,85,93,1:11.997,107'5,1:48:24.249,11:50:38.834,94,147,3,,9515691,0,,R1,No
747,44,Tommes Pack Seat Leon,94,94,1:04.196,120'6,1:48:50.950,11:51:05.535,150,179,3,,9788538,0,,R2,No
748,2,Team Skeppsbrons BMW M3 E36,85,94,1:13.741,105'0,1:49:01.381,11:51:15.966,148,158,3,,4867808,0,,R1,No
749,47,Nordic Light Racing Seat Leon,29,94,1:06.610,116'2,1:49:11.233,11:51:25.818,93,157,3,,7650748,0,,R2,No
750,30,Team Gävlarna Clio ,92,94,1:06.450,116'5,1:49:13.036,11:51:27.621,118,160,3,,3289056,0,,R1,No
751,4,SMK Racing Renault Clio,92,94,1:06.202,116'9,1:49:13.592,11:51:28.177,131,172,3,,7622978,0,,R1,No
752,27,B.E.T BMW 330,90,94,1:08.783,112'5,1:49:26.245,11:51:40.830,116,154,4,,7493526,0,,R1,No
753,71,Roslagen Racing BMW 323 Compact,16,94,1:13.736,105'0,1:49:34.315,11:51:48.900,104,153,4,,7637509,0,,Standard,No
754,3,Team Häsen Racing Sweden VW Polo,86,94,1:12.428,106'9,1:49:36.677,11:51:51.262,96,147,4,,9515691,0,,R1,No
755,44,Tommes Pack Seat Leon,95,95,1:04.218,120'5,1:49:55.168,11:52:09.753,150,179,4,,9788538,0,,R2,No
756,2,Team Skeppsbrons BMW M3 E36,86,95,1:12.340,107'0,1:50:13.721,11:52:28.306,139,162,4,,4867808,0,,R1,No
757,6,SPEeD S60 Racing Team S60 Challange,81,95,3:38.732,35'4,1:50:15.603,11:52:30.188,91,145,4,,4800537,0,,R2,No
758,30,Team Gävlarna Clio ,93,95,1:07.195,115'2,1:50:20.231,11:52:34.816,118,161,4,,3289056,0,,R1,No
759,4,SMK Racing Renault Clio,93,95,1:12.402,106'9,1:50:25.994,11:52:40.579,123,169,3,,7622978,0,,R1,No
760,27,B.E.T BMW 330,91,95,1:11.573,108'1,1:50:37.818,11:52:52.403,115,153,3,,7493526,0,,R1,No
761,71,Roslagen Racing BMW 323 Compact,17,95,1:14.184,104'3,1:50:48.499,11:53:03.084,103,150,3,,7637509,0,,Standard,No
762,3,Team Häsen Racing Sweden VW Polo,87,95,1:12.637,106'6,1:50:49.314,11:53:03.899,101,148,3,,9515691,0,,R1,No
763,44,Tommes Pack Seat Leon,96,96,1:04.563,119'9,1:50:59.731,11:53:14.316,147,176,3,,9788538,0,,R2,No
764,6,SPEeD S60 Racing Team S60 Challange,82,96,1:10.847,109'2,1:51:26.450,11:53:41.035,88,143,3,,4800537,0,,R2,No
765,30,Team Gävlarna Clio ,94,96,1:08.305,113'3,1:51:28.536,11:53:43.121,121,161,3,,3289056,0,,R1,No
766,4,SMK Racing Renault Clio,94,96,1:07.340,114'9,1:51:33.334,11:53:47.919,123,167,3,,7622978,0,,R1,No
767,2,Team Skeppsbrons BMW M3 E36,87,96,1:27.842,88'1,1:51:41.563,11:53:56.148,172,162,3,,4867808,0,,R1,No
768,27,B.E.T BMW 330,92,96,1:10.050,110'5,1:51:47.868,11:54:02.453,116,155,3,,7493526,0,,R1,No
769,3,Team Häsen Racing Sweden VW Polo,88,96,1:12.214,107'2,1:52:01.528,11:54:16.113,113,150,3,,9515691,0,,R1,No
770,71,Roslagen Racing BMW 323 Compact,18,96,1:13.468,105'4,1:52:01.967,11:54:16.552,124,152,3,,7637509,0,,Standard,No
771,44,Tommes Pack Seat Leon,97,97,1:03.561,121'8,1:52:03.292,11:54:17.877,153,178,3,,9788538,0,,R2,No
772,6,SPEeD S60 Racing Team S60 Challange,83,97,1:10.698,109'5,1:52:37.148,11:54:51.733,87,142,3,,4800537,0,,R2,No
773,30,Team Gävlarna Clio ,95,97,1:08.970,112'2,1:52:37.506,11:54:52.091,124,163,3,,3289056,0,,R1,No
774,4,SMK Racing Renault Clio,95,97,1:06.964,115'6,1:52:40.298,11:54:54.883,128,169,3,,7622978,0,,R1,No
775,27,B.E.T BMW 330,93,97,1:10.390,110'0,1:52:58.258,11:55:12.843,106,156,3,,7493526,0,,R1,No
776,2,Team Skeppsbrons BMW M3 E36,88,97,1:16.897,100'7,1:52:58.460,11:55:13.045,154,160,3,,4867808,0,,R1,No
777,44,Tommes Pack Seat Leon,98,98,1:04.375,120'2,1:53:07.667,11:55:22.252,152,177,3,,9788538,0,,R2,No
778,3,Team Häsen Racing Sweden VW Polo,89,98,1:12.344,107'0,1:53:13.872,11:55:28.457,90,145,3,,9515691,0,,R1,No
779,71,Roslagen Racing BMW 323 Compact,19,98,1:13.472,105'3,1:53:15.439,11:55:30.024,111,154,3,,7637509,0,,Standard,No
780,30,Team Gävlarna Clio ,96,98,1:10.763,109'4,1:53:48.269,11:56:02.854,127,162,3,,3289056,0,,R1,No
781,4,SMK Racing Renault Clio,96,98,1:09.613,111'2,1:53:49.911,11:56:04.496,106,171,3,,7622978,0,,R1,No
782,6,SPEeD S60 Racing Team S60 Challange,84,98,1:12.769,106'4,1:53:49.917,11:56:04.502,77,152,3,,4800537,0,,R2,No
783,27,B.E.T BMW 330,94,98,1:09.198,111'9,1:54:07.456,11:56:22.041,109,156,3,,7493526,0,,R1,No
784,44,Tommes Pack Seat Leon,99,99,1:05.410,118'3,1:54:13.077,11:56:27.662,145,180,3,,9788538,0,,R2,No
785,2,Team Skeppsbrons BMW M3 E36,89,99,1:15.889,102'0,1:54:14.349,11:56:28.934,164,164,3,,4867808,0,,R1,No
786,3,Team Häsen Racing Sweden VW Polo,90,99,1:11.271,108'6,1:54:25.143,11:56:39.728,90,146,3,,9515691,0,,R1,No
787,71,Roslagen Racing BMW 323 Compact,20,99,1:13.045,106'0,1:54:28.484,11:56:43.069,107,153,3,,7637509,0,,Standard,No
788,30,Team Gävlarna Clio ,97,99,1:06.296,116'7,1:54:54.565,11:57:09.150,116,161,3,,3289056,0,,R1,No
789,4,SMK Racing Renault Clio,97,99,1:06.676,116'1,1:54:56.587,11:57:11.172,123,167,3,,7622978,0,,R1,No
790,44,Tommes Pack Seat Leon,100,100,1:04.940,119'2,1:55:18.017,11:57:32.602,144,179,3,,9788538,0,,R2,No
791,27,B.E.T BMW 330,95,100,1:11.433,108'4,1:55:18.889,11:57:33.474,112,156,3,,7493526,0,,R1,No
792,2,Team Skeppsbrons BMW M3 E36,90,100,1:14.868,103'4,1:55:29.217,11:57:43.802,153,164,11,,4867808,0,,R1,No
793,3,Team Häsen Racing Sweden VW Polo,91,100,1:11.345,108'5,1:55:36.488,11:57:51.073,85,144,11,,9515691,0,,R1,No
794,71,Roslagen Racing BMW 323 Compact,21,100,1:12.943,106'1,1:55:41.427,11:57:56.012,109,153,11,,7637509,0,,Standard,No
795,30,Team Gävlarna Clio ,98,100,1:06.343,116'7,1:56:00.908,11:58:15.493,121,161,11,,3289056,0,,R1,No
796,4,SMK Racing Renault Clio,98,100,1:06.584,116'2,1:56:03.171,11:58:17.756,125,169,11,,7622978,0,,R1,No
797,44,Tommes Pack Seat Leon,101,101,1:03.940,121'1,1:56:21.957,11:58:36.542,140,177,11,,9788538,0,,R2,No
798,27,B.E.T BMW 330,96,101,1:10.483,109'8,1:56:29.372,11:58:43.957,113,156,4,,7493526,0,,R1,No
799,2,Team Skeppsbrons BMW M3 E36,91,101,1:13.261,105'6,1:56:42.478,11:58:57.063,144,162,4,,4867808,0,,R1,No
800,3,Team Häsen Racing Sweden VW Polo,92,101,1:10.653,109'5,1:56:47.141,11:59:01.726,91,147,4,,9515691,0,,R1,No
801,71,Roslagen Racing BMW 323 Compact,22,101,1:14.603,103'7,1:56:56.030,11:59:10.615,124,152,4,,7637509,0,,Standard,No
802,30,Team Gävlarna Clio ,99,101,1:06.901,115'7,1:57:07.809,11:59:22.394,123,161,4,,3289056,0,,R1,No
803,4,SMK Racing Renault Clio,99,101,1:06.367,116'6,1:57:09.538,11:59:24.123,125,168,4,,7622978,0,,R1,No
804,27,B.E.T BMW 330,97,101,1:12.506,106'7,1:57:41.878,11:59:56.463,112,157,3,,7493526,0,,R1,No
805,2,Team Skeppsbrons BMW M3 E36,92,101,1:13.311,105'6,1:57:55.789,12:00:10.374,139,164,3,,4867808,0,,R1,No
806,3,Team Häsen Racing Sweden VW Polo,93,101,1:10.225,110'2,1:57:57.366,12:00:11.951,100,147,3,,9515691,0,,R1,No
807,71,Roslagen Racing BMW 323 Compact,23,101,1:18.579,98'5,1:58:14.609,12:00:29.194,119,156,3,,7637509,0,,Standard,No
808,30,Team Gävlarna Clio ,100,101,1:07.135,115'3,1:58:14.944,12:00:29.529,117,162,3,,3289056,0,,R1,No
809,4,SMK Racing Renault Clio,100,101,1:06.334,116'7,1:58:15.872,12:00:30.457,128,168,3,,7622978,0,,R1,No
810,27,B.E.T BMW 330,98,101,1:11.653,108'0,1:58:53.531,12:01:08.116,118,157,3,,7493526,0,,R1,No
811,47,Nordic Light Racing Seat Leon,30,101,9:51.189,13'1,1:59:02.422,12:01:17.007,88,158,3,,7650748,0,,R2,No
812,3,Team Häsen Racing Sweden VW Polo,94,101,1:11.207,108'7,1:59:08.573,12:01:23.158,87,145,3,,9515691,0,,R1,No
813,2,Team Skeppsbrons BMW M3 E36,93,101,1:15.123,103'0,1:59:10.912,12:01:25.497,149,162,3,,4867808,0,,R1,No
814,4,SMK Racing Renault Clio,101,101,1:09.326,111'6,1:59:25.198,12:01:39.783,120,166,3,,7622978,0,,R1,No
815,71,Roslagen Racing BMW 323 Compact,24,101,1:14.969,103'2,1:59:29.578,12:01:44.163,114,154,3,,7637509,0,,Standard,No
816,3,Team Häsen Racing Sweden VW Polo,95,101,1:10.460,109'8,2:00:19.033,12:02:33.618,84,145,3,,9515691,0,,R1,No
817,2,Team Skeppsbrons BMW M3 E36,94,101,1:14.656,103'7,2:00:25.568,12:02:40.153,145,163,3,,4867808,0,,R1,No
818,71,Roslagen Racing BMW 323 Compact,25,101,1:16.911,100'6,2:00:46.489,12:03:01.074,100,151,3,,7637509,0,,Standard,No
819,3,Team Häsen Racing Sweden VW Polo,96,101,1:10.562,109'7,2:01:29.595,12:03:44.180,92,145,3,,9515691,0,,R1,No
820,2,Team Skeppsbrons BMW M3 E36,95,101,1:13.594,105'2,2:01:39.162,12:03:53.747,146,163,3,,4867808,0,,R1,No
821,71,Roslagen Racing BMW 323 Compact,26,101,1:13.945,104'7,2:02:00.434,12:04:15.019,106,153,3,,7637509,0,,Standard,No
822,44,Tommes Pack Seat Leon,102,102,6:05.569,21'2,2:02:27.526,12:04:42.111,145,177,3,,9788538,0,,R2,No
823,3,Team Häsen Racing Sweden VW Polo,97,102,1:10.750,109'4,2:02:40.345,12:04:54.930,83,143,3,,9515691,0,,R1,No
824,2,Team Skeppsbrons BMW M3 E36,96,102,1:13.951,104'7,2:02:53.113,12:05:07.698,146,164,3,,4867808,0,,R1,No
825,71,Roslagen Racing BMW 323 Compact,27,102,1:13.654,105'1,2:03:14.088,12:05:28.673,102,152,3,,7637509,0,,Standard,No
